ts,imb
2025-07-08T04:57:39.978318+00:00,-0.116105
2025-07-08T04:57:40.149316+00:00,-0.116105
2025-07-08T04:57:40.898652+00:00,0.493857
2025-07-08T04:57:41.149218+00:00,0.493857
2025-07-08T04:57:42.148724+00:00,0.890052
2025-07-08T04:57:43.400004+00:00,0.330144
2025-07-08T04:57:44.149173+00:00,0.422572
2025-07-08T04:57:45.149558+00:00,-0.577922
2025-07-08T04:57:46.218517+00:00,-0.616788
2025-07-08T04:57:47.243650+00:00,-0.575170
2025-07-08T04:57:48.165173+00:00,-0.575170
2025-07-08T04:57:48.473917+00:00,-0.922975
2025-07-08T04:57:49.189237+00:00,-0.989987
2025-07-08T04:57:50.399390+00:00,-0.592547
2025-07-08T04:57:51.150029+00:00,-0.592547
2025-07-08T04:57:51.399646+00:00,-0.570505
2025-07-08T04:57:52.158372+00:00,-0.570505
2025-07-08T04:57:52.465694+00:00,0.947368
2025-07-08T04:57:53.182865+00:00,0.947368
2025-07-08T04:57:53.399346+00:00,-0.803030
2025-07-08T04:57:54.206758+00:00,-0.803030
2025-07-08T04:57:54.718334+00:00,-0.951515
2025-07-08T04:57:55.230680+00:00,-0.951515
2025-07-08T04:57:55.898669+00:00,-0.420382
2025-07-08T04:57:56.149185+00:00,-0.420382
2025-07-08T04:57:56.899258+00:00,-0.342373
2025-07-08T04:57:57.176411+00:00,-0.342373
2025-07-08T04:57:57.649314+00:00,0.783617
2025-07-08T04:57:58.149244+00:00,0.783617
2025-07-08T04:57:58.917310+00:00,0.819820
2025-07-08T04:57:59.899204+00:00,0.812834
2025-07-08T04:58:03.148980+00:00,0.812834
2025-07-08T04:58:04.243164+00:00,0.812834
2025-07-08T04:58:05.470951+00:00,0.601399
2025-07-08T04:58:06.187824+00:00,0.601399
2025-07-08T04:58:08.235824+00:00,0.601399
2025-07-08T04:58:10.149469+00:00,0.601399
2025-07-08T04:58:10.899583+00:00,0.679426
2025-07-08T04:58:12.229221+00:00,0.679426
2025-07-08T04:58:15.198543+00:00,0.679426
2025-07-08T04:58:15.915692+00:00,0.699248
2025-07-08T04:58:16.222331+00:00,0.699248
2025-07-08T04:58:18.153708+00:00,0.699248
2025-07-08T04:58:20.149362+00:00,0.699248
2025-07-08T04:58:21.148902+00:00,0.652174
2025-07-08T04:58:22.148678+00:00,0.652174
2025-07-08T04:58:24.149193+00:00,0.652174
2025-07-08T04:58:26.399384+00:00,0.042136
2025-07-08T04:58:27.148623+00:00,0.042136
2025-07-08T04:58:28.148710+00:00,0.042136
2025-07-08T04:58:30.149188+00:00,0.042136
2025-07-08T04:58:31.685118+00:00,0.402363
2025-07-08T04:58:32.148811+00:00,0.402363
2025-07-08T04:58:34.245025+00:00,0.402363
2025-07-08T04:58:36.149369+00:00,0.402363
2025-07-08T04:58:37.148829+00:00,0.464488
2025-07-08T04:58:38.182663+00:00,0.464488
2025-07-08T04:58:40.184628+00:00,0.464488
2025-07-08T04:58:42.437509+00:00,0.464488
2025-07-08T04:58:42.648889+00:00,0.100892
2025-07-08T04:58:44.148710+00:00,0.100892
2025-07-08T04:58:46.148756+00:00,0.100892
2025-07-08T04:58:48.148722+00:00,-0.739437
2025-07-08T04:58:50.424286+00:00,-0.739437
2025-07-08T04:58:52.472223+00:00,-0.739437
2025-07-08T04:58:53.700976+00:00,-0.972936
2025-07-08T04:58:54.148695+00:00,-0.972936
2025-07-08T04:58:56.148646+00:00,-0.972936
2025-07-08T04:58:58.148539+00:00,-0.972936
2025-07-08T04:58:59.148696+00:00,-0.782493
2025-07-08T04:59:00.256374+00:00,-0.782493
2025-07-08T04:59:02.148846+00:00,-0.782493
2025-07-08T04:59:04.898859+00:00,-0.878359
2025-07-08T04:59:06.148739+00:00,-0.878359
2025-07-08T04:59:08.148726+00:00,-0.878359
2025-07-08T04:59:10.148958+00:00,-0.449945
2025-07-08T04:59:12.148635+00:00,-0.449945
2025-07-08T04:59:14.148669+00:00,-0.449945
2025-07-08T04:59:15.648590+00:00,-0.604871
2025-07-08T04:59:16.149224+00:00,-0.604871
2025-07-08T04:59:18.148364+00:00,-0.604871
2025-07-08T04:59:20.148615+00:00,-0.604871
2025-07-08T04:59:21.148537+00:00,-0.061889
2025-07-08T04:59:22.148888+00:00,-0.061889
2025-07-08T04:59:24.148362+00:00,-0.061889
2025-07-08T04:59:26.149306+00:00,-0.061889
2025-07-08T04:59:26.657828+00:00,0.132832
2025-07-08T04:59:28.148481+00:00,0.132832
2025-07-08T04:59:30.148861+00:00,0.132832
2025-07-08T04:59:32.148642+00:00,0.206452
2025-07-08T04:59:33.148393+00:00,0.206452
2025-07-08T04:59:34.148577+00:00,0.206452
2025-07-08T04:59:36.148400+00:00,0.206452
2025-07-08T04:59:37.937788+00:00,0.319261
2025-07-08T04:59:38.244952+00:00,0.319261
2025-07-08T04:59:40.148277+00:00,0.319261
2025-07-08T04:59:42.148653+00:00,0.319261
2025-07-08T04:59:43.148523+00:00,0.119907
2025-07-08T04:59:44.148450+00:00,0.119907
2025-07-08T04:59:46.237257+00:00,0.119907
2025-07-08T04:59:48.177708+00:00,0.119907
2025-07-08T04:59:48.648403+00:00,0.085714
2025-07-08T04:59:51.148823+00:00,0.085714
2025-07-08T04:59:52.171323+00:00,0.085714
2025-07-08T04:59:54.148472+00:00,0.272045
2025-07-08T04:59:55.243519+00:00,0.272045
2025-07-08T04:59:59.237530+00:00,0.272045
2025-07-08T04:59:59.898910+00:00,-0.032301
2025-07-08T05:00:00.148657+00:00,-0.032301
2025-07-08T05:00:03.230479+00:00,-0.032301
2025-07-08T05:00:05.690235+00:00,0.058290
2025-07-08T05:00:06.200731+00:00,0.058290
2025-07-08T05:00:09.147133+00:00,0.058290
2025-07-08T05:00:10.148930+00:00,0.058290
2025-07-08T05:00:10.898651+00:00,-0.067866
2025-07-08T05:00:12.147954+00:00,-0.067866
2025-07-08T05:00:14.148104+00:00,-0.067866
2025-07-08T05:00:16.648272+00:00,0.410935
2025-07-08T05:00:17.149820+00:00,0.410935
2025-07-08T05:00:19.148313+00:00,0.410935
2025-07-08T05:00:20.148016+00:00,0.410935
2025-07-08T05:00:22.148072+00:00,0.508876
2025-07-08T05:00:23.148226+00:00,0.508876
2025-07-08T05:00:24.148176+00:00,0.508876
2025-07-08T05:00:26.148338+00:00,0.508876
2025-07-08T05:00:27.909330+00:00,0.654734
2025-07-08T05:00:29.148167+00:00,0.654734
2025-07-08T05:00:30.148092+00:00,0.654734
2025-07-08T05:00:30.647995+00:00,0.654734
2025-07-08T05:00:30.898533+00:00,0.654734
2025-07-08T05:00:31.415525+00:00,0.654734
2025-07-08T05:00:31.898696+00:00,0.654734
2025-07-08T05:00:32.651435+00:00,0.654734
2025-07-08T05:00:33.147960+00:00,0.654734
2025-07-08T05:00:33.648281+00:00,0.909320
2025-07-08T05:00:34.147989+00:00,0.909320
2025-07-08T05:00:34.397774+00:00,0.909320
2025-07-08T05:00:35.148106+00:00,0.909320
2025-07-08T05:00:35.897694+00:00,0.909320
2025-07-08T05:00:36.147883+00:00,0.909320
2025-07-08T05:00:37.211652+00:00,0.909320
2025-07-08T05:00:37.897825+00:00,0.909320
2025-07-08T05:00:38.147765+00:00,0.909320
2025-07-08T05:00:38.647726+00:00,0.909320
2025-07-08T05:00:38.898086+00:00,0.922591
2025-07-08T05:00:39.398024+00:00,0.922591
2025-07-08T05:00:41.148139+00:00,0.922591
2025-07-08T05:00:43.166378+00:00,0.922591
2025-07-08T05:00:44.190277+00:00,0.922591
2025-07-08T05:00:44.646856+00:00,0.579721
2025-07-08T05:00:46.148406+00:00,0.579721
2025-07-08T05:00:48.148000+00:00,0.579721
2025-07-08T05:00:50.194175+00:00,0.460059
2025-07-08T05:00:52.178089+00:00,0.460059
2025-07-08T05:00:54.147674+00:00,0.460059
2025-07-08T05:00:55.897746+00:00,0.323177
2025-07-08T05:00:56.147735+00:00,0.323177
2025-07-08T05:00:58.147669+00:00,0.323177
2025-07-08T05:01:01.147738+00:00,0.317487
2025-07-08T05:01:03.148394+00:00,0.317487
2025-07-08T05:01:05.147979+00:00,0.317487
2025-07-08T05:01:07.147705+00:00,0.586524
2025-07-08T05:01:08.254189+00:00,0.586524
2025-07-08T05:01:10.147542+00:00,0.586524
2025-07-08T05:01:12.452653+00:00,0.586524
2025-07-08T05:01:12.964553+00:00,0.765705
2025-07-08T05:01:15.204550+00:00,0.765705
2025-07-08T05:01:16.241264+00:00,0.765705
2025-07-08T05:01:18.494031+00:00,0.719298
2025-07-08T05:01:19.147463+00:00,0.719298
2025-07-08T05:01:22.180679+00:00,0.719298
2025-07-08T05:01:23.716341+00:00,-0.634816
2025-07-08T05:01:25.397381+00:00,-0.634816
2025-07-08T05:01:28.147304+00:00,-0.634816
2025-07-08T05:01:29.147381+00:00,-0.699327
2025-07-08T05:01:31.397876+00:00,-0.699327
2025-07-08T05:01:34.147777+00:00,-0.724671
2025-07-08T05:01:37.397508+00:00,-0.724671
2025-07-08T05:01:40.203335+00:00,-0.723843
2025-07-08T05:01:43.172883+00:00,-0.723843
2025-07-08T05:01:45.647690+00:00,-0.732872
2025-07-08T05:01:46.147487+00:00,-0.732872
2025-07-08T05:01:49.147776+00:00,-0.732872
2025-07-08T05:01:51.159330+00:00,-0.746606
2025-07-08T05:01:52.184674+00:00,-0.746606
2025-07-08T05:01:55.147015+00:00,-0.746606
2025-07-08T05:01:57.148492+00:00,-0.748238
2025-07-08T05:01:58.148767+00:00,-0.748238
2025-07-08T05:02:01.146995+00:00,-0.748238
2025-07-08T05:02:02.442953+00:00,-0.619681
2025-07-08T05:02:04.476118+00:00,-0.619681
2025-07-08T05:02:07.146875+00:00,-0.619681
2025-07-08T05:02:07.897581+00:00,-0.914397
2025-07-08T05:02:10.411599+00:00,-0.914397
2025-07-08T05:02:13.175920+00:00,-0.908257
2025-07-08T05:02:16.397457+00:00,-0.908257
2025-07-08T05:02:18.898044+00:00,-0.898955
2025-07-08T05:02:19.146786+00:00,-0.898955
2025-07-08T05:02:23.415456+00:00,-0.898955
2025-07-08T05:02:24.746646+00:00,-0.770992
2025-07-08T05:02:27.204184+00:00,-0.770992
2025-07-08T05:02:30.146685+00:00,-0.770992
2025-07-08T05:02:33.145828+00:00,-0.770992
2025-07-08T05:02:36.146600+00:00,-0.770992
2025-07-08T05:02:36.396781+00:00,-0.154639
2025-07-08T05:02:39.396754+00:00,-0.154639
2025-07-08T05:02:41.147363+00:00,-0.154639
2025-07-08T05:02:41.896785+00:00,0.183673
2025-07-08T05:02:43.146633+00:00,0.183673
2025-07-08T05:02:45.146482+00:00,0.183673
2025-07-08T05:02:46.967343+00:00,-0.084746
2025-07-08T05:02:47.146598+00:00,-0.084746
2025-07-08T05:02:49.146398+00:00,-0.084746
2025-07-08T05:02:51.166102+00:00,-0.084746
2025-07-08T05:02:52.189966+00:00,-0.588235
2025-07-08T05:02:53.146495+00:00,-0.588235
2025-07-08T05:02:55.467761+00:00,-0.588235
2025-07-08T05:02:57.924061+00:00,0.710000
2025-07-08T05:02:58.229903+00:00,0.710000
2025-07-08T05:03:00.146514+00:00,0.710000
2025-07-08T05:03:01.201998+00:00,0.710000
2025-07-08T05:03:02.896304+00:00,0.368421
2025-07-08T05:03:04.146128+00:00,0.368421
2025-07-08T05:03:07.242881+00:00,0.368421
2025-07-08T05:03:08.646911+00:00,-0.247863
2025-07-08T05:03:10.213737+00:00,-0.247863
2025-07-08T05:03:13.182377+00:00,-0.247863
2025-07-08T05:03:14.412303+00:00,0.012146
2025-07-08T05:03:16.146356+00:00,0.012146
2025-07-08T05:03:19.146300+00:00,0.012146
2025-07-08T05:03:19.939246+00:00,-0.040369
2025-07-08T05:03:22.146508+00:00,-0.040369
2025-07-08T05:03:25.145963+00:00,-0.041096
2025-07-08T05:03:28.235267+00:00,-0.041096
2025-07-08T05:03:30.396148+00:00,-0.468208
2025-07-08T05:03:31.204589+00:00,-0.468208
2025-07-08T05:03:31.396531+00:00,-0.468208
2025-07-08T05:03:31.920339+00:00,-0.468208
2025-07-08T05:03:32.396087+00:00,-0.468208
2025-07-08T05:03:32.896400+00:00,-0.468208
2025-07-08T05:03:33.646436+00:00,-0.468208
2025-07-08T05:03:34.173739+00:00,-0.468208
2025-07-08T05:03:34.395770+00:00,-0.468208
2025-07-08T05:03:34.646046+00:00,-0.468208
2025-07-08T05:03:34.895816+00:00,-0.468208
2025-07-08T05:03:35.503347+00:00,-0.468208
2025-07-08T05:03:35.896245+00:00,-0.501520
2025-07-08T05:03:36.733282+00:00,-0.501520
2025-07-08T05:03:37.245482+00:00,-0.501520
2025-07-08T05:03:37.396233+00:00,-0.501520
